amount,merchant_type,device_type,location,hour,is_fraud,night_transaction,high_amount
2812.9404243253707,retail,mobile,UAE,12,0,0,0
5429.247351166693,upi,mobile,UAE,4,1,1,1
1413.5376286227527,luxury,pos,USA,5,0,1,0
8022.958822636627,upi,mobile,India,1,1,1,1
750.1336835793094,bank,mobile,USA,20,0,0,0
9868.93493132217,luxury,pos,India,6,0,0,1
7723.586469120091,upi,unknown,UK,13,1,0,1
1991.1632369340532,upi,mobile,UK,21,0,0,0
60.19356065040598,luxury,unknown,USA,13,0,0,0
8155.536977406067,bank,pos,USA,9,0,0,1
7070.039151756933,upi,unknown,UK,3,1,1,1
7291.4266445696685,luxury,unknown,International,2,1,1,1
7713.847115126027,bank,pos,UAE,22,0,0,1
745.0762940822332,luxury,unknown,UAE,13,0,0,0
3587.8649568000046,luxury,mobile,UK,5,1,1,0
1163.1112499536714,upi,mobile,UAE,22,0,0,0
8631.718741626557,bank,mobile,International,14,1,0,1
6234.864777641442,upi,mobile,International,7,1,0,1
3312.3257584022285,ecommerce,unknown,India,4,1,1,0
640.2657111088063,ecommerce,mobile,USA,2,1,1,0
3113.268305548044,bank,unknown,UAE,2,1,1,0
3255.2073036573365,luxury,desktop,International,12,1,0,0
7297.41375248895,upi,unknown,USA,1,1,1,1
6377.386926195355,upi,mobile,USA,23,1,1,1
8872.691362050384,bank,desktop,India,0,1,1,1
4724.788176993683,bank,pos,USA,11,0,0,0
1200.3444881533255,ecommerce,unknown,USA,7,0,0,0
7133.8816482938355,retail,mobile,UK,18,0,0,1
7609.04656092589,bank,mobile,India,8,0,0,1
5614.965589707115,retail,mobile,India,13,0,0,1
7710.816963645837,bank,pos,UAE,17,0,0,1
4940.486985662085,luxury,desktop,USA,9,0,0,0
5229.714629673031,luxury,desktop,UAE,8,0,0,1
4278.272478493704,ecommerce,mobile,International,5,1,1,0
259.06417180723145,ecommerce,unknown,USA,0,1,1,0
1083.374812798078,retail,mobile,International,4,1,1,0
319.1347109389088,bank,mobile,UK,9,0,0,0
6365.922060581485,upi,unknown,USA,12,0,0,1
3146.988030857885,ecommerce,mobile,UAE,21,0,0,0
5088.164058191204,upi,pos,UAE,22,0,0,1
9076.126906891299,upi,mobile,USA,3,1,1,1
2496.675830343005,bank,pos,UAE,0,1,1,0
4106.777315741119,retail,mobile,USA,20,0,0,0
7556.7336297377715,bank,desktop,India,1,1,1,1
2291.8376640887664,ecommerce,unknown,UAE,23,1,1,0
774.4141987387859,upi,desktop,USA,3,1,1,0
2901.0657718731113,bank,mobile,USA,16,0,0,0
1616.406766103774,bank,mobile,UAE,9,0,0,0
9297.328035164017,bank,pos,India,22,0,0,1
8082.163193746347,ecommerce,mobile,UAE,11,1,0,1
6335.870546321683,retail,mobile,USA,1,1,1,1
8715.248598926239,bank,mobile,India,2,1,1,1
8037.702408606649,ecommerce,desktop,International,13,1,0,1
1869.7677385659283,upi,pos,UK,14,0,0,0
8926.127189907327,luxury,desktop,UAE,12,0,0,1
5395.725707946929,ecommerce,pos,USA,8,0,0,1
8075.364350864805,luxury,desktop,India,1,1,1,1
8961.432542735314,bank,mobile,India,18,0,0,1
3183.4447323437794,bank,desktop,International,15,1,0,0
1104.9689856541293,ecommerce,desktop,UAE,10,0,0,0
2283.211949606707,luxury,pos,India,11,0,0,0
4273.942347319432,bank,pos,International,0,1,1,0
8181.057585395319,upi,desktop,USA,1,1,1,1
8608.002179647152,retail,pos,International,15,1,0,1
74.48654465925108,retail,pos,UAE,1,1,1,0
5109.91928926277,bank,pos,International,18,1,0,1
4177.022976472046,luxury,unknown,India,9,0,0,0
2224.967565654949,bank,pos,India,18,0,0,0
1203.0543465001597,luxury,unknown,UK,9,0,0,0
3379.4636381792616,upi,unknown,International,15,1,0,0
9429.382490605629,luxury,pos,USA,12,0,0,1
3235.4133055474485,bank,desktop,UAE,15,0,0,0
5190.312264324944,upi,pos,UK,17,0,0,1
7031.674494157302,ecommerce,mobile,International,23,1,1,1
3639.477875781043,retail,desktop,USA,7,0,0,0
9717.961916796003,bank,unknown,UK,23,1,1,1
9624.660712946401,bank,unknown,India,17,0,0,1
2521.5640467745147,bank,desktop,UAE,12,0,0,0
4974.998816394393,upi,desktop,International,6,1,0,0
3012.278706618613,ecommerce,pos,USA,20,0,0,0
2851.980741302789,luxury,unknown,India,22,0,0,0
373.6850388085553,ecommerce,mobile,UK,23,1,1,0
6097.595518129069,upi,pos,UAE,17,0,0,1
5029.276837172471,bank,desktop,UK,5,0,1,1
519.5301187436436,retail,unknown,UK,8,0,0,0
2790.0714100449313,bank,desktop,USA,5,0,1,0
9083.117530236703,luxury,desktop,India,17,0,0,1
2399.421097216389,retail,desktop,International,16,1,0,0
1453.2242465517747,bank,pos,USA,11,0,0,0
4897.080338974242,retail,mobile,UAE,2,1,1,0
9856.576288835455,ecommerce,mobile,UK,4,1,1,1
2424.3424387574464,upi,unknown,UAE,6,0,0,0
6722.994796321756,bank,desktop,USA,9,0,0,1
7617.388055210532,luxury,mobile,USA,9,1,0,1
2380.187252204035,ecommerce,desktop,International,18,1,0,0
7283.522404375536,bank,unknown,UK,3,1,1,1
3680.992411528936,ecommerce,desktop,USA,9,0,0,0
6324.896776782827,luxury,mobile,UAE,17,1,0,1
6337.129459055142,bank,desktop,International,2,1,1,1
5360.067967327211,luxury,mobile,UAE,20,1,0,1
907.446251693811,retail,unknown,UK,2,1,1,0
8353.848443414434,luxury,desktop,International,4,1,1,1
3211.1967493924994,retail,mobile,International,15,1,0,0
1869.252511446543,bank,unknown,International,19,0,0,0
412.54753983986535,retail,desktop,India,12,0,0,0
5910.974967166477,bank,unknown,International,10,1,0,1
6777.255796613613,bank,mobile,UAE,12,0,0,1
170.79535013392223,upi,desktop,UAE,18,0,0,0
5123.370117701314,bank,desktop,UK,5,0,1,1
2268.82527310339,retail,desktop,USA,23,1,1,0
6453.502040142452,upi,unknown,USA,12,0,0,1
1747.7924579048895,upi,unknown,India,3,1,1,0
6910.9226923341475,bank,mobile,International,21,1,0,1
3870.4197862738715,luxury,pos,India,4,1,1,0
9367.616237423661,luxury,desktop,UK,18,0,0,1
1379.5218367392026,upi,desktop,UK,4,1,1,0
3413.958178747334,bank,mobile,USA,20,0,0,0
1139.1678447996878,luxury,desktop,UK,13,0,0,0
9247.312714694235,bank,unknown,International,3,1,1,1
8774.006837042905,bank,unknown,UAE,11,0,0,1
2583.1265690129803,upi,desktop,UK,5,0,1,0
6601.5405401116195,upi,desktop,India,18,0,0,1
8173.135891011152,ecommerce,unknown,International,9,1,0,1
5554.232111936626,luxury,desktop,UK,0,1,1,1
5298.857530668285,luxury,unknown,UK,22,0,0,1
2422.3136475500146,luxury,pos,International,22,1,0,0
935.5621642199626,retail,pos,UK,15,0,0,0
8972.671500743501,bank,desktop,UAE,3,1,1,1
9004.678481347488,upi,desktop,USA,8,1,0,1
6332.849065446313,luxury,desktop,International,17,1,0,1
3393.6027615317635,ecommerce,unknown,India,16,0,0,0
3495.3496982535457,luxury,pos,UK,14,0,0,0
7260.927010308043,bank,pos,USA,18,0,0,1
8971.617048226008,bank,mobile,India,6,0,0,1
8871.428810529847,upi,mobile,India,17,1,0,1
7799.85608084695,retail,desktop,UAE,5,0,1,1
6422.106303312106,upi,unknown,USA,18,0,0,1
845.978950125513,luxury,desktop,International,20,0,0,0
1620.4789973756647,ecommerce,pos,USA,11,0,0,0
8986.049114328158,upi,desktop,USA,2,1,1,1
6066.258451297601,retail,desktop,India,0,1,1,1
96.92453090821333,upi,pos,UAE,4,1,1,0
1019.2080709459909,bank,pos,UAE,0,1,1,0
6636.700182235018,luxury,pos,USA,7,0,0,1
55.590530542955776,luxury,pos,USA,6,0,0,0
1612.276473917899,luxury,mobile,UK,14,1,0,0
5489.594224719029,luxury,unknown,India,10,0,0,1
6920.492500938469,luxury,unknown,International,17,1,0,1
6521.352788728493,luxury,pos,International,13,1,0,1
2246.5717480582953,ecommerce,unknown,UAE,8,0,0,0
7123.231317368621,retail,unknown,India,4,1,1,1
2376.3046295305166,luxury,unknown,UAE,22,0,0,0
3257.3699831018807,retail,unknown,International,3,1,1,0
7466.181594154651,luxury,pos,USA,11,0,0,1
6498.080825976911,upi,desktop,India,0,1,1,1
8492.987987889308,luxury,desktop,India,23,1,1,1
6577.840858541932,bank,desktop,UK,12,0,0,1
5685.244490338039,ecommerce,mobile,USA,0,1,1,1
941.2793044417843,upi,unknown,USA,2,1,1,0
3680.319451579038,upi,pos,UAE,21,0,0,0
2655.6976649788458,bank,pos,India,7,0,0,0
2443.67648557394,luxury,mobile,UAE,23,1,1,0
9730.240494750693,ecommerce,pos,USA,17,1,0,1
3934.01175804427,upi,desktop,UK,15,0,0,0
8921.005318995247,ecommerce,mobile,India,19,1,0,1
6313.2305668426425,upi,pos,USA,19,0,0,1
7949.138978898776,luxury,mobile,UK,15,1,0,1
5028.857745586395,upi,mobile,International,1,1,1,1
5771.154326840459,upi,pos,USA,16,0,0,1
4927.714349719545,retail,desktop,International,9,1,0,0
1956.4536630414548,luxury,pos,UAE,6,0,0,0
7225.908892038746,bank,unknown,International,9,1,0,1
2811.3197625963535,bank,unknown,USA,18,0,0,0
248.03808448238112,luxury,pos,International,19,0,0,0
6456.495597592142,bank,desktop,India,8,0,0,1
1775.221240673454,luxury,unknown,USA,21,0,0,0
9404.88355060738,bank,unknown,UK,16,0,0,1
9539.516127140861,retail,pos,International,8,1,0,1
9149.069580253383,bank,pos,India,8,0,0,1
3704.736209053167,upi,pos,UAE,4,1,1,0
159.48888220602996,luxury,mobile,UAE,23,1,1,0
9283.544033064316,ecommerce,mobile,International,6,1,0,1
4284.700562431557,ecommerce,mobile,UAE,10,0,0,0
9666.714916341478,luxury,pos,UK,7,0,0,1
9636.381671007082,retail,desktop,USA,13,0,0,1
8530.829507396264,bank,unknown,India,1,1,1,1
2948.016676235509,retail,mobile,International,9,1,0,0
3854.051797376243,ecommerce,desktop,UAE,20,0,0,0
8512.111031810984,luxury,pos,USA,23,1,1,1
3172.635441536995,luxury,mobile,UK,15,1,0,0
1699.0800031274944,retail,pos,UAE,15,0,0,0
5570.22861827121,retail,desktop,UAE,18,0,0,1
9361.866967737005,bank,mobile,India,10,0,0,1
6961.817817766355,upi,mobile,UK,5,0,1,1
5702.761395043203,upi,mobile,UK,5,0,1,1
976.2790552388315,bank,mobile,International,6,0,0,0
6151.997230858202,upi,desktop,India,15,0,0,1
9900.588231792111,ecommerce,mobile,International,12,1,0,1
1405.1397322890577,upi,unknown,India,2,1,1,0
5185.704875375549,bank,unknown,UK,23,1,1,1
8774.343853919914,upi,pos,India,23,1,1,1
7408.982334453273,luxury,mobile,India,8,1,0,1
6971.672331247703,retail,unknown,India,23,1,1,1
7026.328419451157,ecommerce,unknown,USA,2,1,1,1
3598.1140564414527,luxury,unknown,USA,5,0,1,0
2939.4504834236113,luxury,desktop,UK,16,0,0,0
8094.564749007744,bank,mobile,India,2,1,1,1
8102.083379818411,retail,desktop,UK,1,1,1,1
8671.387824208137,retail,desktop,USA,11,0,0,1
9132.83932280193,ecommerce,unknown,India,23,1,1,1
5115.867276615073,bank,unknown,International,5,1,1,1
5017.65536539856,ecommerce,pos,USA,9,0,0,1
7983.960313772917,upi,mobile,USA,10,1,0,1
6501.389488123763,luxury,mobile,USA,15,1,0,1
7021.158938190745,ecommerce,unknown,India,15,1,0,1
7958.94773101383,luxury,unknown,UAE,23,1,1,1
8900.603391466575,bank,mobile,International,17,1,0,1
3383.2615927311003,upi,pos,International,21,1,0,0
3758.9516116362406,bank,unknown,UK,22,0,0,0
944.3494887094856,upi,pos,India,23,1,1,0
5784.910009256759,upi,desktop,USA,8,0,0,1
364.24302659843715,luxury,unknown,UAE,20,0,0,0
4658.652191233939,bank,desktop,India,18,0,0,0
5428.733123902229,bank,unknown,India,1,1,1,1
2868.9798150222027,ecommerce,desktop,UAE,23,1,1,0
5910.378439387263,bank,unknown,USA,0,1,1,1
309.849998140799,ecommerce,pos,India,15,0,0,0
378.2951465483981,retail,pos,International,21,0,0,0
8226.892603793283,retail,pos,International,17,1,0,1
3605.1054609055727,retail,desktop,UAE,2,1,1,0
1274.9698239555885,bank,pos,USA,23,1,1,0
5224.82138424777,bank,desktop,UAE,0,1,1,1
7701.085563220616,ecommerce,unknown,India,5,1,1,1
2162.1311698309473,upi,desktop,International,18,1,0,0
6230.790305810908,ecommerce,unknown,UK,21,0,0,1
858.0479126127111,retail,mobile,UAE,18,0,0,0
521.5588030802339,ecommerce,mobile,UK,10,0,0,0
5315.88954252364,upi,mobile,UK,7,0,0,1
5408.648040493014,bank,desktop,International,4,1,1,1
6376.111865474574,ecommerce,mobile,UAE,19,0,0,1
7262.282880558002,retail,mobile,UK,8,0,0,1
9758.641534228032,retail,mobile,India,14,0,0,1
5165.421981270447,bank,unknown,USA,20,0,0,1
3232.9499470477535,ecommerce,pos,USA,13,0,0,0
7952.886016713193,upi,desktop,International,3,1,1,1
2711.968351364432,bank,mobile,UAE,23,1,1,0
4392.519349952833,ecommerce,unknown,UAE,23,1,1,0
789.1715315159482,luxury,pos,USA,7,0,0,0
258.38068043749786,retail,pos,India,19,0,0,0
9626.670904705861,upi,pos,USA,16,1,0,1
8360.621304519496,upi,unknown,USA,1,1,1,1
6961.262189906512,upi,mobile,UAE,19,0,0,1
4092.4846794206273,retail,pos,UK,15,0,0,0
1737.0767291081036,ecommerce,unknown,India,9,0,0,0
1568.5882414975051,bank,unknown,UAE,1,1,1,0
2506.1777671551304,ecommerce,desktop,USA,10,0,0,0
5494.520513737674,bank,unknown,UK,9,0,0,1
7147.386247387123,upi,pos,India,18,1,0,1
6603.672780293724,ecommerce,pos,International,13,1,0,1
2802.9392999746988,upi,unknown,India,10,0,0,0
9548.878480228625,luxury,pos,India,8,0,0,1
7380.2796823742065,upi,unknown,USA,6,1,0,1
5545.76875485145,upi,pos,USA,14,0,0,1
6119.1488586123505,bank,desktop,International,19,1,0,1
4198.9026239657605,luxury,mobile,International,16,1,0,0
2481.0712400640687,upi,desktop,International,2,1,1,0
3562.94692311936,upi,desktop,UAE,14,0,0,0
7579.671874091369,luxury,mobile,UAE,13,1,0,1
148.8629188544099,luxury,pos,USA,7,0,0,0
1165.1460418666277,ecommerce,mobile,USA,3,1,1,0
464.79640700741874,bank,unknown,International,9,0,0,0
412.08437917810653,luxury,mobile,UAE,1,1,1,0
8555.328537190017,luxury,desktop,UK,13,0,0,1
7038.060304503337,retail,mobile,UAE,7,0,0,1
4744.367421727815,luxury,pos,USA,22,0,0,0
982.8524357067598,bank,desktop,UAE,9,0,0,0
4918.70067179274,upi,unknown,USA,17,0,0,0
4737.350348951754,upi,pos,International,14,1,0,0
1736.1526897506017,upi,desktop,International,4,1,1,0
4341.34723413354,upi,unknown,International,21,1,0,0
3988.0548203017474,retail,pos,UK,12,0,0,0
6160.421730031903,luxury,unknown,UK,17,0,0,1
6352.7610404220995,upi,mobile,USA,1,1,1,1
457.81357767158494,ecommerce,mobile,India,12,0,0,0
3749.2530831915797,upi,unknown,UK,13,0,0,0
6260.469857563792,luxury,mobile,USA,9,1,0,1
5033.846904507976,upi,unknown,UAE,3,1,1,1
8565.61596267728,retail,pos,International,14,1,0,1
6588.642848031355,bank,desktop,International,7,1,0,1
1633.5295986788897,bank,unknown,International,14,0,0,0
710.3346302672962,luxury,desktop,USA,13,0,0,0
6425.980685672124,bank,desktop,International,20,1,0,1
269.98054886351,bank,unknown,UK,8,0,0,0
5859.826934828266,ecommerce,mobile,UAE,19,0,0,1
9402.60126304245,luxury,pos,International,2,1,1,1
5756.864407869411,luxury,desktop,USA,14,0,0,1
3884.7584124341865,bank,pos,UAE,23,1,1,0
6434.66574333132,bank,desktop,International,16,1,0,1
4585.237640462708,bank,unknown,India,15,0,0,0
5458.439809212769,retail,mobile,International,3,1,1,1
9414.94076372137,upi,pos,UK,10,1,0,1
3864.095864818739,retail,desktop,UAE,7,0,0,0
9612.099685420022,luxury,unknown,UK,2,1,1,1
9053.979666350857,ecommerce,unknown,India,18,1,0,1
1961.9323922190179,upi,desktop,India,13,0,0,0
698.2662022472787,ecommerce,desktop,UK,8,0,0,0
1012.2761237673794,luxury,desktop,UAE,2,1,1,0
187.12714738723952,luxury,mobile,India,3,1,1,0
948.9573927555043,ecommerce,desktop,India,3,1,1,0
6831.652700296487,ecommerce,desktop,International,10,1,0,1
716.5305413599888,ecommerce,mobile,USA,18,0,0,0
3193.1614247861444,luxury,unknown,India,15,0,0,0
8449.528733139698,bank,desktop,UAE,22,0,0,1
237.60299767957954,ecommerce,pos,UAE,21,0,0,0
8145.612483476413,upi,unknown,International,16,1,0,1
2822.1384738601323,luxury,pos,UAE,9,0,0,0
1186.0574520784542,retail,desktop,International,23,1,1,0
6968.887967814686,retail,mobile,India,16,0,0,1
6291.2837535649405,upi,mobile,India,15,0,0,1
8775.332775202894,bank,mobile,India,19,0,0,1
7352.035082819838,ecommerce,desktop,India,21,1,0,1
8035.791899196562,luxury,desktop,USA,5,0,1,1
2823.9355528502083,ecommerce,pos,USA,6,0,0,0
1778.5082400783297,luxury,mobile,India,13,1,0,0
7507.3944426503795,retail,desktop,UAE,10,0,0,1
8069.313218976304,ecommerce,unknown,International,11,1,0,1
9905.098894296729,upi,desktop,UK,13,1,0,1
4129.113680729708,bank,desktop,International,4,1,1,0
3723.320767498868,upi,unknown,UK,4,1,1,0
7765.247542616258,bank,mobile,UK,19,0,0,1
3411.3313848289135,ecommerce,unknown,India,21,0,0,0
9307.919469407629,ecommerce,mobile,UK,22,1,0,1
8584.835454670903,bank,unknown,India,14,0,0,1
4292.7953036133085,retail,pos,USA,0,1,1,0
7509.956322576017,luxury,mobile,UAE,23,1,1,1
7546.6560264764,upi,desktop,UK,22,1,0,1
1035.7230690151464,upi,pos,UAE,8,0,0,0
9026.01630226227,upi,mobile,India,2,1,1,1
5054.997462616332,ecommerce,mobile,UK,3,1,1,1
8265.442373746877,upi,mobile,International,15,1,0,1
3203.8957623009646,luxury,unknown,USA,6,0,0,0
8955.754668819523,luxury,mobile,USA,21,1,0,1
3895.07077894796,bank,desktop,UK,13,0,0,0
113.32232654558211,ecommerce,mobile,USA,15,0,0,0
9054.29285431054,luxury,desktop,International,17,1,0,1
917.410334477405,retail,desktop,UAE,15,0,0,0
3196.5398077161967,ecommerce,desktop,International,15,1,0,0
9500.869360672796,ecommerce,pos,USA,1,1,1,1
9506.318433640874,luxury,desktop,UAE,9,0,0,1
5736.511691792245,retail,unknown,International,6,1,0,1
6320.212935637143,bank,mobile,India,14,0,0,1
4487.212992173306,luxury,unknown,India,8,0,0,0
2935.641663122155,retail,pos,UAE,6,0,0,0
3290.00213097231,ecommerce,mobile,UAE,23,1,1,0
6726.821968489999,retail,desktop,UAE,15,0,0,1
7524.983421729612,ecommerce,mobile,India,2,1,1,1
7916.832542039856,luxury,pos,International,16,1,0,1
7897.233337231566,luxury,pos,UAE,22,0,0,1
916.6049999716603,upi,unknown,India,7,0,0,0
4946.730945502301,upi,mobile,UAE,1,1,1,0
580.2998063663596,upi,mobile,UAE,19,0,0,0
5497.541178825737,luxury,mobile,UAE,2,1,1,1
4418.097361226904,bank,unknown,India,7,0,0,0
8877.603306669205,luxury,pos,International,1,1,1,1
3512.3955504580263,retail,desktop,India,18,0,0,0
1175.0848291939205,luxury,mobile,India,16,1,0,0
1434.2018621180944,luxury,unknown,UAE,4,1,1,0
7616.2987640161355,ecommerce,unknown,UK,19,1,0,1
6184.089542846029,ecommerce,desktop,UK,16,0,0,1
1015.7211478472885,ecommerce,pos,UK,9,0,0,0
845.6475271193993,luxury,mobile,India,8,1,0,0
7011.1864689339045,bank,mobile,UAE,21,0,0,1
732.2662486101143,retail,unknown,UK,5,0,1,0
8219.49129260711,retail,pos,USA,10,0,0,1
7063.89106042918,bank,mobile,USA,1,1,1,1
818.0810625157882,bank,desktop,USA,22,0,0,0
852.9529522814933,retail,pos,International,11,0,0,0
9866.46258711925,upi,pos,UAE,11,1,0,1
3745.8366035824224,ecommerce,unknown,India,15,0,0,0
3709.5682599335746,ecommerce,unknown,India,21,0,0,0
8128.931674738738,retail,mobile,UAE,23,1,1,1
9472.749530951667,bank,unknown,International,11,1,0,1
9860.080632909594,upi,pos,UAE,20,1,0,1
7535.0149616631215,retail,mobile,International,17,1,0,1
3765.7145573815033,ecommerce,mobile,UK,12,0,0,0
839.5896634031943,luxury,pos,UK,14,0,0,0
7772.583424694731,bank,mobile,International,15,1,0,1
5586.250476109371,luxury,desktop,UAE,3,1,1,1
4245.098982423528,retail,desktop,UK,11,0,0,0
9064.012079021886,ecommerce,mobile,UAE,16,1,0,1
1116.4188356499826,upi,unknown,UK,0,1,1,0
4928.787917387137,luxury,desktop,UAE,21,0,0,0
118.47967945035359,upi,mobile,UAE,17,0,0,0
4689.263116731292,ecommerce,desktop,USA,21,0,0,0
567.7512404399644,luxury,unknown,International,15,0,0,0
1192.5850730993789,upi,pos,India,0,1,1,0
1179.6748365371634,upi,mobile,International,9,0,0,0
6493.856969650055,luxury,mobile,UAE,18,1,0,1
7461.718568257906,ecommerce,mobile,UAE,15,1,0,1
5835.77080714611,upi,mobile,International,13,1,0,1
9621.914622003047,retail,mobile,UAE,1,1,1,1
3751.831442339422,luxury,mobile,UK,23,1,1,0
2860.692302387198,bank,unknown,UAE,5,0,1,0
8686.648286253656,bank,pos,International,21,1,0,1
2239.8404060019293,ecommerce,unknown,International,22,1,0,0
9632.40928170891,retail,unknown,International,4,1,1,1
126.48397452471433,upi,pos,USA,11,0,0,0
9698.938872942852,bank,unknown,USA,3,1,1,1
436.38331994600827,ecommerce,desktop,USA,21,0,0,0
8911.97542141222,retail,unknown,USA,23,1,1,1
5279.372585317567,retail,mobile,USA,3,1,1,1
9929.683137212407,ecommerce,desktop,USA,4,1,1,1
742.5966645303116,ecommerce,desktop,USA,6,0,0,0
5540.773572591202,upi,pos,International,5,1,1,1
9693.178843512895,ecommerce,unknown,India,12,1,0,1
5233.362952480637,upi,unknown,USA,3,1,1,1
6295.839388161949,upi,desktop,International,12,1,0,1
6959.008146401248,luxury,unknown,India,3,1,1,1
4548.137942353894,retail,unknown,USA,9,0,0,0
6277.4430104402145,retail,pos,India,19,0,0,1
5845.221547671387,retail,desktop,India,0,1,1,1
9012.074314857435,luxury,mobile,UK,20,1,0,1
459.2365715128714,upi,desktop,UAE,7,0,0,0
2813.227079974342,upi,pos,UK,6,0,0,0
9504.362783345205,ecommerce,pos,India,4,1,1,1
8903.18651998971,luxury,pos,International,2,1,1,1
4559.289244093201,ecommerce,unknown,USA,14,0,0,0
6203.22531502636,luxury,desktop,UAE,16,0,0,1
2777.424923896421,ecommerce,unknown,USA,22,0,0,0
1885.2709914389943,bank,unknown,International,12,0,0,0
4639.665557375121,retail,desktop,UAE,14,0,0,0
3536.755519120398,retail,pos,UK,18,0,0,0
5838.642837949466,upi,mobile,India,19,0,0,1
781.9576964650234,bank,mobile,International,13,0,0,0
9744.076102623334,retail,desktop,India,20,0,0,1
9862.176391073632,upi,desktop,India,12,1,0,1
6983.126331627353,bank,pos,USA,11,0,0,1
5363.283181609483,retail,desktop,International,23,1,1,1
3098.728524781846,ecommerce,desktop,India,22,0,0,0
8138.881221970952,luxury,pos,UK,8,0,0,1
6848.888069676023,bank,pos,UAE,2,1,1,1
1630.3563087521886,upi,unknown,International,10,0,0,0
9109.717209015955,bank,desktop,USA,9,0,0,1
8226.259743017074,upi,mobile,International,0,1,1,1
9498.250133352782,bank,desktop,USA,16,0,0,1
7258.566486341658,upi,mobile,UAE,12,1,0,1
6136.084883378219,retail,mobile,UK,13,0,0,1
4185.339147724736,ecommerce,mobile,India,0,1,1,0
9327.621191123362,retail,unknown,International,1,1,1,1
8661.30857555658,ecommerce,pos,USA,1,1,1,1
456.96060771136314,retail,pos,UAE,6,0,0,0
268.5379101000338,retail,unknown,India,8,0,0,0
3767.751351946106,bank,pos,UAE,23,1,1,0
8106.48054116442,luxury,unknown,UK,3,1,1,1
9872.82491250287,upi,desktop,India,1,1,1,1
1508.4168265797641,upi,unknown,India,18,0,0,0
5943.33649994459,upi,pos,India,4,1,1,1
3812.00411202706,ecommerce,pos,USA,8,0,0,0
9699.29440615696,upi,desktop,India,23,1,1,1
8421.978636741409,upi,unknown,UAE,12,1,0,1
